Word,DensityAtRadius0.550,DensityAtRadius0.525,DensityAtRadius0.500,DensityAtRadius0.475,DensityAtRadius0.450,DensityAtRadius0.425,DensityAtRadius0.400,DensityAtRadius0.375,DensityAtRadius0.350,GrowthAtRadius0.550,GrowthAtRadius0.525,GrowthAtRadius0.500,GrowthAtRadius0.475,GrowthAtRadius0.450,GrowthAtRadius0.425,GrowthAtRadius0.400,GrowthAtRadius0.375,GrowthAtRadius0.350,IsNeologism
passer,0,2,13,79,231,411,636,1027,1591,NaN,0.027730168263019883,-0.09453284608419624,-0.12171454315844321,-0.07712322403235278,-0.04762135113422579,-0.004713521713706298,0.03838530199016446,0.08582076920922474,0
airlift,71,116,200,358,584,955,1576,2507,3811,0.6503513940771668,0.6470899462696572,0.6072505876136977,0.5713831294424127,0.5567997697066949,0.5352654130774012,0.5151516815511784,0.4805521070043017,0.45947347684077694,0
butternut,20,51,139,318,594,1115,1917,2994,4523,-0.014774747697696456,-0.01367605557025745,0.03430168728812653,0.0808809879398803,0.11274527283837642,0.13091609032280108,0.14783147356230117,0.15970477949200973,0.17569145877474132,0
cross-section,1,7,29,82,233,535,1067,2046,3486,0.7500635495362024,0.5989118104198745,0.3533829216279898,0.26588979980121913,0.30771949610182336,0.3246654199375274,0.3254136372582324,0.35337649201068383,0.35981997810399985,0
combatant,1,3,13,23,66,148,350,794,1627,0.7484187633224915,0.2630517031036603,0.37694038674264946,0.5130398822762843,0.37080183157821267,0.3544530289839791,0.30199675222901146,0.29817856832660344,0.3034904645147763,0
expatriate,4,22,60,123,230,459,858,1543,2548,0.500603399780722,0.6352446727413582,0.6140323695038657,0.6171862196183703,0.5753690114272737,0.5159474036001268,0.4908505246556221,0.4485615683156721,0.41257260369743065,0
attacker,3,9,22,50,154,362,793,1485,2767,-0.5459236326109391,-0.03874797208921082,0.05696163401641381,0.15970471808814982,0.26294822598509854,0.27723994748628944,0.2864093500319112,0.30725432364338284,0.31002788987526014,0
advisor,6,8,19,36,107,249,490,918,1587,0.8306570970790385,0.6384612148539941,0.6777885416597255,0.5459994073720309,0.4507574259509627,0.41768585633827643,0.4170986754323099,0.41630747117193684,0.4023120064120294,0
sight-seeing,1,3,14,33,67,154,305,653,1334,0.15542017210470682,0.3344945276604539,0.4904298911525048,0.41516946215637196,0.4356108052129399,0.4066646915191441,0.42314745908912427,0.374164831528992,0.35228493646334635,0
trainee,4,15,44,102,262,596,1211,2163,3614,0.4802833632147065,0.45845757632045736,0.5138137797466945,0.5037876264506329,0.5056385657488336,0.5089480681883338,0.49225236849121734,0.4717137370351106,0.45029067147612634,0
fingerprint,6,10,24,76,157,376,796,1602,2891,0.6819814322445955,0.7106240484222461,0.638510631091315,0.5969365798306411,0.5654009486742624,0.5039076361367465,0.4805902674101917,0.4585607908040369,0.42987298338067337,0
offshoot,1,4,7,34,98,267,665,1431,2676,0.3475150479151041,0.02310336554722983,0.30039947048839194,0.43474706905950483,0.4109917087735325,0.379671852153687,0.3609366078205461,0.3538800111124486,0.34820647859607495,0
air-conditioning,18,41,84,157,272,516,909,1581,2655,0.6679098153463008,0.6381796751531873,0.611966161834039,0.5842018349274063,0.5566886495193792,0.5466694400612049,0.5278025372314847,0.5033897196447638,0.4782668372842969,0
anachronism,2,6,16,63,189,462,1062,1981,3394,0.17104210801350403,0.26897196088902464,0.41696813722725057,0.40630392345491667,0.3581252023560604,0.3708109951914151,0.3174196651440314,0.30405893939393147,0.2890055148392519,0
demo,11,28,58,104,211,447,837,1544,2704,0.49452404585856014,0.47254108670156497,0.49850559394472005,0.4633365509900728,0.4125937405907188,0.4160685235058028,0.39187068127997493,0.37903316251015146,0.368525412773463,0
break-up,7,16,32,70,172,384,735,1361,2431,0.4445233738970992,0.40497311573074757,0.3680987642964275,0.34386161679638355,0.3746338155780126,0.3625143377592468,0.3628672801716823,0.3395615177426552,0.3299853745608338,0
inflexibility,30,75,203,499,978,1694,2643,3916,5000,0.15652394882805318,0.2690700040693378,0.2977748081973609,0.24646789028043878,0.24355358623941545,0.24991133430044918,0.24611549855586048,0.23663498308946931,0.2384235205599788,0
simulation,3,6,17,56,216,603,1298,2508,4119,0.661919879921863,0.6650384612996585,0.6062488036854189,0.5932005060426745,0.5652821063361444,0.5203440645062152,0.4840069879007888,0.4455953629689375,0.4237414917531525,0
heroics,3,10,21,43,118,321,722,1479,2736,0.44591728403069686,0.4123186036949441,0.4121222852435509,0.4558415035952063,0.4604104672341642,0.40777063081425163,0.38389745397093183,0.34028015605738443,0.30620470762876234,0
shutdown,14,22,53,104,201,401,796,1462,2489,0.6663009535485944,0.68543597962651,0.6678282794109305,0.6191204850860219,0.606318033514108,0.5884514049062586,0.5696871188859753,0.5343687230210238,0.5053652593660762,0
reunification,25,54,104,189,361,645,1072,1749,2752,0.6864944810153949,0.5763005635843557,0.5769393899600008,0.5518700833202044,0.4907730666683334,0.479293739004282,0.4535133903605387,0.4177351668449331,0.3832422668541085,0
theorem,169,327,585,958,1565,2452,3596,5000,5000,0.3516506730506681,0.30707467966950763,0.2820056115099592,0.27300198516432617,0.2580734931678345,0.24642751807369537,0.24420704442944244,0.24048450542523606,0.24048450542523606,0
seamanship,2,4,7,11,28,66,129,299,578,0.5325296389836183,0.44546315173936657,0.3231565638663789,0.13665813608143573,0.03666196984678516,-0.007736072280043365,0.035590084870941535,0.07526020679080138,0.12683117919786493,0
cartoonist,13,32,58,129,224,414,669,1119,1777,0.6146766912651165,0.6558507551379168,0.6178217550274767,0.5862812215911876,0.5946879002394357,0.5462195819700955,0.5384073798056916,0.4953052087521613,0.4597702857476281,0
redness,77,150,280,537,978,1712,2855,4315,5000,0.2537342989575722,0.19155965325893162,0.222924185780521,0.22212193877901779,0.21610535017395605,0.2206554687279467,0.2268601976843624,0.23172132785467286,0.23111305735768145,0
runoff,4,8,19,45,109,263,671,1434,2786,0.8576403616224815,0.7039264032753534,0.7280453471355428,0.6054892846544482,0.5231953838306471,0.49585018689862637,0.4585979125895849,0.42955131684706555,0.4117206777277278,0
counterattack,18,33,65,136,264,487,874,1514,2570,0.517253118563734,0.4632919847308915,0.5003199111364958,0.5126605537866186,0.49415055208505526,0.4805996152657727,0.46925726684402436,0.44010527578180536,0.4142251063797853,0
amplifier,164,261,380,576,873,1373,2220,3452,5000,0.5891855973487624,0.581776617703513,0.5574871115560813,0.5221477850004197,0.4953450768437685,0.4597101847494317,0.44212841546019666,0.4243313788885635,0.40429823180592167,0
confluence,3,11,20,31,59,150,293,531,983,-0.28395512737688067,-0.005421985722232938,0.06514181344687014,0.1288725327701594,0.019231733044993617,0.1117430953564794,0.09699093969318655,0.12579096747848365,0.1592042755949829,0
lateness,2,4,6,12,29,79,184,411,863,-0.5548423426415057,-0.6745980357417452,-0.648966031124711,-0.3855741002258004,-0.224645011233065,-0.20020801088414075,-0.08707917586516949,-0.04857370982942481,0.016493831082405635,0
inaccuracy,29,68,131,303,580,1036,1801,2948,4407,-0.18489458238931752,-0.014532485421986976,-0.07566565742811351,0.04050732730657789,0.07635525946725479,0.12985152437291567,0.15900907343810972,0.1817254731644317,0.20160847535090204,0
breakup,1,6,14,36,91,257,611,1296,2419,0.4989693673049703,0.6328444437440645,0.3965070289997546,0.5203932187428958,0.5207977072496487,0.498640242972209,0.4919157301369241,0.4544404545301792,0.44901888570705345,0
yoga,2,2,4,13,35,96,214,521,1159,0.8304636305969849,0.8304636305969849,0.5840278812434025,0.5803346448592396,0.5556954867940153,0.47499224127823775,0.47917261694661906,0.43121527679022476,0.40075968483583907,0
circumcision,3,10,25,46,121,236,530,1099,2285,-0.5288001992139614,-0.21942010669238843,-0.10466272334607461,0.02341401205037614,0.07864556999648946,0.114338871579992,0.13103532597865136,0.1614626074760468,0.18882884833409339,0
soy,257,375,534,728,1083,1687,2566,3628,4937,0.3560350983348544,0.3349558233065527,0.3321749850913525,0.31965694262488265,0.28559217242433854,0.22977126173375864,0.1865954133456499,0.1714829924891866,0.17443245765261015,0
weekday,1,5,12,35,76,171,338,744,1479,-0.39607116771043455,0.46835493149970436,0.6390128922623118,0.5992898961626576,0.5576536654374272,0.5058799947820848,0.4691505794652975,0.4401419660997285,0.4290734777410877,0
half-sister,52,78,130,208,346,596,996,1707,2804,0.08412877903523239,0.1268053135075912,0.14612663615196003,0.1419566102856637,0.1157864039850593,0.12804516008869943,0.13981884663298785,0.15951978383825752,0.17365198858366995,0
exactitude,29,62,134,249,516,1009,1689,2768,4125,-0.35794082329736243,-0.20924753469576807,-0.03632175410603936,0.04600938069083406,0.12700216062408914,0.1506546929451786,0.1799783655744462,0.18242599815542385,0.1869868019663297,0
gunnery,3,6,10,36,94,186,326,668,1237,0.5957571620633726,0.42564642985309736,0.4041955153882396,0.41059813084991154,0.44026913008972035,0.39164215041404077,0.3876993129378258,0.37647542080212737,0.368257738716242,0
frontiersman,3,4,9,19,46,97,206,442,945,-0.394639629358386,-0.296753715826839,-0.07615764371044696,0.10231103327244445,0.0881153002879459,0.182278907482867,0.17170502035166993,0.18325674024252936,0.18109199592121986,0
malnutrition,238,354,481,653,880,1191,1674,2431,3515,0.5276265091613049,0.5221738305019078,0.5041898502350114,0.4908593210790288,0.48408709663438326,0.4639902910038318,0.43115769348102184,0.40822558456426705,0.3801473313590131,0
pharmacist,3,8,30,58,144,320,660,1215,2188,0.5301844928441896,0.42375696424417403,0.5175134598431513,0.4905179317164483,0.4808172111943466,0.44683896708102155,0.4140936951693688,0.3776351120658975,0.36386697149341707,0
jawbone,1,4,13,33,76,215,484,1044,2082,0.8593606798103685,0.2616487396504901,0.2647721016518885,0.21524334631827466,0.202615318616754,0.169908461710424,0.1691223558811774,0.18099049135702508,0.1935964431470179,0
outfielder,109,163,218,294,416,599,913,1406,2230,0.7458574309066395,0.712681125649159,0.6906126654129839,0.6864554039990866,0.6585306700513487,0.6295916707602941,0.5972124216158248,0.548973658177374,0.4956964611909186,0
freshwater,206,331,536,837,1252,1946,2852,4107,5000,0.16471278650902466,0.16665397874425542,0.16491132473424117,0.18606550396515661,0.19818527455091953,0.20468185530099983,0.21472321294001864,0.22929676752294792,0.2383779823253535,0
hydroxide,1561,2035,2585,3305,4249,5000,5000,5000,5000,0.38971593614270283,0.37652264430868854,0.360514505114816,0.3459576454558266,0.3336572650882011,0.32205115604999235,0.32205115604999235,0.32205115604999235,0.32205115604999235,0
monogram,23,55,118,266,498,848,1387,2238,3560,0.43105229881551,0.4474922933015917,0.3549074893386109,0.34254203091451296,0.32450608573414746,0.3044987704495403,0.28381096701567154,0.2825847860168056,0.274277594157371,0
pedagogue,0,1,2,7,18,61,175,452,1038,NaN,-0.5541795665634675,-0.6604747162022704,-0.3332579661919889,-0.20128329276732734,-0.05839808045669208,0.01047713501127786,0.06682402396583388,0.10742694152273695,0
avant-garde,29,66,141,295,579,1011,1655,2727,4204,0.6846155878654663,0.6342081802054951,0.6145904644162461,0.5771826030766223,0.5390949022109539,0.5167489026933608,0.4874984366725202,0.4509322663108267,0.4167534011960948,0
vizier,6,12,34,77,146,250,450,832,1468,0.2638354300660307,0.1595007739570042,0.1801039859087707,0.013993688447040513,-0.0037665658933424165,-0.002359572220031071,-0.015392980050754136,-0.01799604140655339,0.012304387819628731,0
panegyric,7,15,32,70,132,273,571,1106,2046,-0.4986021999873458,-0.4747260707669476,-0.2617260400003744,-0.19781887137282572,-0.06644802248257944,0.036811419351845946,0.08421913333645903,0.11802449294947247,0.14206322807223032,0
prefix,18,28,45,73,122,227,461,982,2065,0.42290360617142714,0.3057675230959807,0.28008642193019534,0.23857330528091902,0.17810329151993545,0.15940491923370725,0.11115702366310372,0.1104501042202725,0.13083201465686217,0
broadcaster,3,9,28,61,148,345,780,1690,3091,0.7701838982248767,0.7629175190235075,0.6785817145666881,0.6164275301136755,0.578849111537453,0.5908307044453383,0.5394488455719313,0.5051692912769169,0.4723552440583696,0
homme,1015,1219,1442,1637,1888,2240,2725,3375,4375,-0.09045880640224699,-0.07605812839504576,-0.0643812992202077,-0.050517192912397896,-0.03573549472928014,-0.013705743788502353,0.014163856629045355,0.0396043304134294,0.0705059466465851,0
self-destruction,11,37,85,205,515,992,1776,2945,4464,0.07109059398899832,0.05238247749115332,0.07938801408550321,0.10024029134455968,0.08900227402053165,0.13499486701562108,0.1557531972161175,0.16896588279908786,0.18530669244417258,0
locus,1,5,30,129,372,877,1733,2962,4803,0.46710160143815255,0.3114336615356703,0.2930168287600222,0.30770922090019437,0.2746334111787019,0.2532126758945692,0.2479733535667732,0.23889669441921937,0.2331313132646122,0
responsiveness,85,221,488,969,1706,2709,3960,5000,5000,0.34565204253345416,0.3335829531418244,0.3369569515125351,0.31811289753048705,0.31957786717865394,0.3208889704457261,0.3127639489083996,0.30858711240515313,0.30858711240515313,0
realisation,32,82,210,482,905,1572,2467,3649,5000,0.2749151438628637,0.23109767379506257,0.28264013407893585,0.24837168187555692,0.23718724638191344,0.23965322453838328,0.22370999121802151,0.22346520387316596,0.22313454836885258,0
feces,521,847,1257,1729,2285,3025,3987,5000,5000,0.45176887680454275,0.4254707210891264,0.4078632887725308,0.38817382968296066,0.36889895470356293,0.354147712751307,0.33279630002531224,0.32516654758623437,0.32516654758623437,0
kiosk,9,34,101,215,534,1085,1900,3154,4902,0.33288001091908526,0.3612049122762075,0.40093881165819545,0.3341873133582636,0.3514033337935733,0.3333678928998674,0.3323599314464798,0.32097771430018635,0.3064986227029145,0
misinformation,4,11,22,57,173,416,925,1832,3291,-0.31830352857885746,0.17898783768716903,0.2600146677602248,0.3194892956745433,0.31657594322896637,0.27192299678553444,0.30128515014469115,0.3046808807279449,0.3014442379891087,0
compiler,30,69,155,276,483,825,1406,2325,3703,-0.1167843636782246,0.025673073542536295,0.05975546741265411,0.057049672849234734,0.1250962160943746,0.1591201909420004,0.18780933004287442,0.22176859427202944,0.2368506441209672,0
collation,0,1,1,2,10,27,67,183,457,NaN,-0.9690402476780186,-0.9690402476780186,-0.7426154907316149,0.016532586540437783,0.2186539153224754,0.1546894387814136,0.1985115986812587,0.23140161859968306,0
psychoanalyst,52,103,195,321,570,1020,1766,2913,4633,0.6710276882991535,0.6029197369260685,0.5270252668269463,0.4875215891130793,0.4540587526443223,0.42174135033442917,0.38871164339491204,0.36291495547390357,0.33063502405071415,0
resale,130,267,417,684,1053,1576,2265,3323,4712,0.4207112161433838,0.4336763391216832,0.46292979781856386,0.44058675846972983,0.41412095573343993,0.41261916713219915,0.40420375030239303,0.3897010252652639,0.38190647831555874,0
fluke,0,0,0,3,15,48,176,542,1252,NaN,NaN,NaN,0.7777265744047298,0.36355587938978057,0.3460503133809934,0.36292657846866433,0.3283714374646352,0.31739509570553,0
impoverishment,113,235,470,901,1549,2463,3659,5000,5000,0.4080869305083329,0.3403569804302104,0.3430017188988143,0.33804991705269166,0.31936347006551785,0.31222072070907003,0.3031251543478367,0.2998068186625967,0.2998068186625967,0
prognosis,31,91,203,377,632,1112,1815,2983,4593,0.5729251537049898,0.5677333736891813,0.5512951134131907,0.5437452861860154,0.5045660385588271,0.4544046200756154,0.4163386818539168,0.38041032884724696,0.3563099421206118,0
voodoo,0,0,1,6,19,56,184,464,1195,NaN,NaN,0.8533586862485434,0.2005919271787333,0.21630014096301456,0.37633510482276966,0.3237528227841356,0.31023845656003235,0.2865468148169991,0
methodology,618,999,1517,2218,3144,4279,5000,5000,5000,0.43132720653497936,0.42132759268336883,0.39430688165603406,0.38104189087943313,0.3620926816676522,0.35420284874113434,0.34836208735315466,0.34836208735315466,0.34836208735315466,0
inhalation,63,152,328,604,935,1367,1914,2631,3698,0.5538535614684438,0.552616973312292,0.5384743928045365,0.5339448695998756,0.5197958655025019,0.4930568412356751,0.4651529834034981,0.44182283752773605,0.41236899101933894,0
monsoon,13,33,53,101,185,339,623,1156,2114,0.1193676757398636,0.30326927873042553,0.35151238323259865,0.23539623575087884,0.22465663284706056,0.21872864751463816,0.20557723430754063,0.21748763109428731,0.2353413392930233,0
airliner,40,57,104,156,244,365,617,994,1692,0.7173444888433567,0.6990740105893388,0.6685521345816728,0.6041339663236389,0.5253487734560515,0.5181915395606255,0.4938713779221739,0.48214847764937074,0.4496978307364021,0
chimera,4,15,50,151,377,779,1494,2535,3898,0.28040896738844395,0.16804758811024895,0.11572342126471914,0.1564226277069979,0.16267857927463114,0.18476030576761804,0.18639807167403258,0.18575138791324883,0.1905194441488463,0
prophetess,21,52,120,224,433,818,1438,2339,3739,-0.2482004255552895,-0.2951594287726578,-0.28673994573501477,-0.23839941208123713,-0.18713676246131544,-0.13228442590650505,-0.07390261826303947,-0.035102813022889555,-0.0012671332721360781,0
rabies,201,309,422,573,736,973,1301,1878,2852,0.544198828627876,0.5412006722009942,0.5301842360395297,0.5159315109729237,0.5094482197835546,0.4782689341877385,0.44960240674082885,0.4019238536425441,0.36120242606476793,0
airstrip,13,37,104,235,465,829,1392,2200,3370,0.625098777645191,0.5895414804435208,0.5250039350326036,0.4932582445777939,0.42733958801945016,0.3959514148871119,0.3832895359377201,0.36536773050405763,0.35148951543718454,0
wrestler,17,36,61,105,194,354,663,1206,2092,0.6463719646136876,0.6107959618401257,0.6070559574406811,0.6188444951647418,0.5732827197456887,0.5245436058202355,0.46312470568673303,0.4010644115550148,0.3612291510538386,0
trilogy,24,48,111,192,349,616,1072,1797,2974,0.42501820356557324,0.47073333682824664,0.42804714825173107,0.43683805038647866,0.4386595948448851,0.4298616234678785,0.4140442916915591,0.39925902013084136,0.3639786045337162,0
intermarriage,12,29,62,157,332,698,1356,2416,3863,0.07689392941114129,0.11227722291248286,0.21071656497861854,0.2571541278675652,0.25133959503581194,0.260612349950485,0.2598293567601431,0.2622887244254882,0.26083936356693793,0
archaeologist,25,40,63,94,157,287,522,939,1574,0.3340758470244124,0.3573932012601654,0.3814436512845893,0.43587508349260035,0.4313435909038871,0.4195297913119245,0.3993522909794427,0.35517395756759457,0.3248096973190607,0
rainstorm,34,52,80,142,297,658,1236,2097,3399,0.24924341196723598,0.25508985643180054,0.27264559456568893,0.2660346909017621,0.3017079034367982,0.2944002560525343,0.2885691683711363,0.27525852280762997,0.27947616487244703,0
collaborator,33,106,221,420,759,1255,2065,3187,4802,0.6015929280409613,0.5213343183648904,0.5059430947118421,0.4449079981731797,0.43310513876425394,0.4025171492703603,0.37323724312033374,0.35355152505755694,0.3360107277696645,0
cleric,7,15,29,72,166,340,688,1382,2444,-0.2857837841954825,-0.2627089531080481,-0.0521862133075153,0.07040666172257969,0.17253683537288528,0.18013315491736154,0.16907718557813586,0.18055782775595342,0.1739313803708135,0
teenager,4,11,25,51,116,243,549,1141,2076,0.7343212612663881,0.5788590717864264,0.7093942986287778,0.6681414899103534,0.6428032698670577,0.5670396761424927,0.5296892267915081,0.4859435222055297,0.4427017439658144,0
fornication,39,58,99,169,306,544,1023,1891,3198,0.010799369516684837,-0.009907547391379497,0.030579018213818223,0.025879413887817337,0.0630045397610089,0.07130589636196707,0.08680225094667976,0.11832409486818335,0.12851399492220647,0
footage,2,3,9,14,26,65,125,258,575,0.8412836710456859,0.777415914332876,0.7004113546612282,0.6991697613597745,0.7002716380009553,0.6377720913387107,0.6230463239651554,0.6039966005372589,0.5731121639776647,0
encyclopaedia,26,54,105,201,366,649,1139,1903,3111,0.0699658565277679,0.11817707169550415,0.16548789171193057,0.1935597322393859,0.20605741536690073,0.21440898516547222,0.23335861475941821,0.2510717586574566,0.2675035294323122,0
slur,1,1,2,9,23,65,175,444,1015,-0.9566563467492261,-0.9566563467492261,-0.9721362229102168,-0.21697994196219106,-0.1482069227517669,0.010239461309800751,0.07048643330679097,0.12111637395929348,0.13186142230459635,0
improvisation,1,8,28,74,167,392,884,1832,3197,0.8566536805787147,0.30400414910875845,0.4046859251899534,0.37598717821109107,0.3879519119343656,0.32021889421432986,0.30070157071143017,0.29369351238762337,0.27863066830378325,0
impressionist,23,54,100,194,373,665,1207,2184,3630,0.4811765631486687,0.3932831869150437,0.38352989419584554,0.37603514221928186,0.3650214398847287,0.347533916368731,0.3338776853151403,0.3163307929238468,0.30541044521560945,0
vita,1538,1686,1936,2195,2526,3025,3757,4789,5000,-0.06593861445750854,-0.05465429879526294,-0.04055857394714916,-0.02801311769596555,-0.01051378149620328,0.010356977346156673,0.03504442780605699,0.06876290236993693,0.07449726543875838,0
footwear,22,44,76,145,273,450,822,1455,2537,0.5558649925076851,0.5189788901790607,0.4926013133837306,0.5086188987345469,0.5051851810890283,0.4907842645633852,0.45757644917700935,0.42712996976365486,0.4169509962189952,0
menstruation,407,617,899,1259,1758,2405,3288,4492,5000,0.5237383459999327,0.49852905139516385,0.4835511415891984,0.4621478734581824,0.4267431208372915,0.40339018275628713,0.37057958362679655,0.34479009003392036,0.33389792245343924,0
coolie,0,0,5,7,26,61,180,430,907,NaN,NaN,-0.022289209730969615,0.1776407933422624,0.07942447470637327,0.14520234067124388,0.22167150876945355,0.2804282495490238,0.27923313831717794,0
playoff,78,110,151,198,256,331,437,619,939,0.734516936643795,0.7217012570645868,0.7247101834486422,0.7067869919370398,0.6906125548924773,0.6817315984068003,0.6661567501107882,0.6233717383740892,0.5850416155217393,0
octave,0,2,10,25,46,89,142,285,510,NaN,0.7132567115647437,0.5345101417010519,0.4815160279098734,0.36050173336836405,0.3082723164215774,0.3033062667592422,0.3208084450987782,0.28692407809630055,0
torchlight,0,1,2,9,32,119,267,634,1306,NaN,0.712624472512295,0.22612376308198165,0.2733220473288874,0.3324427873279624,0.23322376624681065,0.2417497765994563,0.23114465995680605,0.2222537463584036,0
expropriation,41,103,242,525,999,1638,2518,3657,5000,0.3828567683371016,0.35412597685436414,0.3565960014596057,0.3388149315553586,0.34640241766249974,0.34124325815783974,0.34145598900163626,0.3342247568499406,0.31997334473667144,0
pp,196,420,741,1196,1820,2567,3526,4727,5000,0.001223875766164145,0.014269472731932593,0.01823072950082023,0.030787970620747358,0.07144186014814362,0.10102803267147177,0.12917562035759242,0.1637159097233069,0.16793639791948015,0
monarchist,30,77,141,252,459,767,1312,2193,3509,0.5086860268868193,0.5062744995682504,0.49437873349378425,0.4565274604234834,0.40055230260355873,0.38542329137917347,0.35695892185077144,0.3242628412189065,0.29838954856096617,0
archdiocese,10,21,36,69,138,256,484,948,1722,0.14945980689474556,-0.00016764030811331065,0.0529725079577492,0.16811054814494938,0.27345828959858137,0.3023308483073496,0.3292865398182028,0.324029062398924,0.3419756041760505,0
guerilla,8,20,43,89,158,304,555,1046,1944,0.20957830466488026,0.29130893201869595,0.20141445530252153,0.21070018820795058,0.24806881890829988,0.277039951083793,0.28884326352864104,0.27225552007178677,0.271404304177988,0
residency,17,30,63,141,285,579,1042,1857,3145,0.6885588564616447,0.6797282186887945,0.5679681327076734,0.5497024028808795,0.5114909004860901,0.44547723425770336,0.41809830867895703,0.4069549415611524,0.38211592750482704,0
lexicon,14,25,48,119,260,504,979,1695,2898,0.052162610691112096,0.1418763668827911,0.17174009877757948,0.1914634203991067,0.2218096673178461,0.2561962295515002,0.2889763705382494,0.29030615721614056,0.29670132870338795,0
principality,4,9,22,41,77,166,272,514,951,0.19715786636769955,-0.13530835572709712,-0.08463884529622524,-0.05978246350505999,0.02076206900617505,0.04528622132988555,0.02326550366815001,0.0423328142309846,0.06052103753447685,0
linguistics,356,563,859,1269,1868,2661,3721,5000,5000,0.4133657674413157,0.4162635076278509,0.4051691376830061,0.3816441977669448,0.3665065827625797,0.3500510600253319,0.33205086589745963,0.32188078930547365,0.32188078930547365,0
instrumentation,46,117,259,512,952,1601,2610,4107,5000,0.5897632086214851,0.5329074027235021,0.5191185784725464,0.4799300262332764,0.4437746833197233,0.4335782107627045,0.41838609960069817,0.4066663884212944,0.3970216768715214,0
linebacker,78,119,172,221,322,503,792,1349,2210,0.7343813565480406,0.7160050930501115,0.6923721363835598,0.6807096187848616,0.647448204784196,0.59746512539899,0.5618001339249179,0.5165045197609579,0.47102857907559587,0
remake,0,0,0,3,11,26,85,289,788,NaN,NaN,NaN,0.5756130029797466,0.5225919558138025,0.5820945915816899,0.555927342010626,0.5107451472249066,0.4608859964538521,0
obstetrics,106,158,240,360,580,916,1434,2246,3581,0.5822889358339963,0.5624317525791697,0.5711870732839369,0.5372671928738464,0.5004355916914507,0.4696399836134878,0.45546993463729674,0.4318527760830726,0.4077778580364843,0
geographer,49,87,149,245,401,692,1166,1921,3130,0.17935790358373055,0.26296532232635095,0.25251066490209517,0.2302243935886422,0.23035507647421588,0.2490289269437948,0.2507251793351314,0.26343836118959607,0.2575695906233381,0
submachine,66,87,139,218,381,681,1177,2027,3324,0.4181709725911379,0.36722991041988495,0.36559231000379483,0.3742830562495496,0.34921223691927067,0.3505399774503987,0.3413098789637128,0.3358563326648894,0.32863957827173573,0
goalie,95,131,174,228,305,433,644,1057,1760,0.7364976849016456,0.7111230207048806,0.7010898490227283,0.6915453645218254,0.6839718052660931,0.6491219903362737,0.6097256520016139,0.560961194747927,0.49455263457285775,0
tenet,27,63,149,295,599,1098,1840,2874,4267,0.42312933699459226,0.4913083832822124,0.47141684610495577,0.4389270893467006,0.4117553474695206,0.3801205514775638,0.36548605272095525,0.3522584728097261,0.337920425584195,0
humankind,13,34,116,294,626,1146,1941,2998,4394,-0.21560550294769495,-0.03131913357554504,0.11233457045057897,0.18201401208373374,0.17095354428706602,0.1676452078003928,0.1630316346585008,0.16953292667670203,0.18237305136088383,0
great-grandmother,17,31,60,113,192,402,791,1532,2675,0.41400737146358807,0.24181784491419037,0.16244452898595405,0.15237309508386682,0.14731362433534675,0.16043665595947157,0.16966652467478482,0.19105777850705258,0.19939752383997958,0
stutter,7,21,53,136,359,906,1757,3127,4906,0.48800884939568334,0.40845783631909444,0.3769697720960718,0.35538991715866314,0.3234727337313477,0.28177953380448784,0.2626106067568889,0.2520204299333331,0.2452133217376115,0
statistic,0,1,3,16,50,210,613,1457,2925,NaN,0.6822141810478282,0.47950491590413985,0.581517460780736,0.5510364395863394,0.4906043726879605,0.4562330180480291,0.4380098726107171,0.4171995580506509,0
choreography,46,88,165,293,545,930,1537,2550,4148,0.617272799393006,0.6238189834714692,0.6050214330149584,0.5640636339028261,0.5177423088245041,0.4715409654912171,0.4308451681504097,0.40075277334531645,0.37481638397624145,0
cohort,0,1,1,7,37,138,430,1098,2332,NaN,0.7084783057791895,0.7084783057791895,0.40470814451851683,0.36065797250183584,0.38560816675252835,0.3692687535655519,0.36808288293355595,0.33841797081969327,0
idealization,661,1108,1710,2473,3362,4462,5000,5000,5000,0.3299157000614466,0.30683206362843646,0.278118774030448,0.2604020056341704,0.24372220168219325,0.2371756615640062,0.23476891262349844,0.23476891262349844,0.23476891262349844,0
firepower,38,65,106,210,412,765,1405,2473,4019,0.5581395451501572,0.5565973607958208,0.5163655252155772,0.5063320378088407,0.4775923838578086,0.45572539193185074,0.42719688878461215,0.4014599528362875,0.37884550965827996,0
mainspring,1,1,3,4,14,64,242,684,1609,-0.5778036263613202,-0.5778036263613202,0.2922644657529376,0.13904816574259649,0.414805990048846,0.36528768134053585,0.3756095580030045,0.3653460080829327,0.36071801485109306,0
rough-and-tumble,0,1,7,21,55,134,371,837,1717,NaN,0.8632687669152299,0.6830584498045738,0.4623227758580576,0.5172928721824935,0.4734853232545441,0.43058266295492137,0.39982378203660657,0.38711380050296523,0
poultice,53,136,249,485,828,1329,2134,3280,4934,0.14136348069428137,0.22539292606152356,0.25050039755648196,0.2705732246448126,0.26584893263048304,0.2574209054620984,0.25968618451073033,0.2533256334718469,0.24941862675805093,0
acoustics,9,18,50,125,266,573,1097,1944,3216,0.5885867984790205,0.4985328424285123,0.3770771315777891,0.4532889178845186,0.4438425995023551,0.4325969331208582,0.40946880459701707,0.39438523596511865,0.3741013827769629,0
